stage,edge_size,edge_ent,node_feat_size,node_feat_ent,lr,epochs,seed,fidelity_median,fidelity_iqr,abs_delta_median,edges_selected_median,feats_selected_median,runtime_sec,n_nodes_evaluated,n_nodes_requested,n_failures,error_top_reason,error_top_count,error_first_message,fallback_model_target_count
A,0.0001,0.1,1e-12,1e-12,0.01,150,1,0.031928351148962975,0.6956972414627671,0.027672773227095604,6.0,12.5,44.79766749998089,30,30,0,,0,,0
A,0.0001,0.1,1e-12,1e-12,0.01,150,2,0.041270941495895386,0.6231998801231384,0.03590929135680199,7.0,12.0,44.676305799977854,30,30,0,,0,,0
A,0.0001,0.1,1e-12,1e-12,0.01,150,3,0.021287813782691956,0.6834805803373456,0.017798452638089657,7.0,13.0,45.212940600002185,30,30,0,,0,,0
A,0.0001,0.1,1e-12,1e-12,0.01,150,4,0.046723758801817894,0.4387774937786162,0.046723758801817894,7.0,12.0,48.60706329997629,30,30,0,,0,,0
A,0.0001,1.0,1e-12,1e-12,0.01,150,0,0.02976904809474945,0.6344896047376096,0.02472858689725399,6.5,12.5,63.24133819993585,30,30,0,,0,,0
A,0.0001,1.0,1e-12,1e-12,0.01,150,1,0.03010370582342148,0.6494051897898316,0.023968705907464027,6.0,13.0,52.923881199909374,30,30,0,,0,,0
A,0.0001,1.0,1e-12,1e-12,0.01,150,2,0.03733360394835472,0.5976166315376759,0.037320856004953384,7.0,12.5,59.581875600037165,30,30,0,,0,,0
A,0.0001,1.0,1e-12,1e-12,0.01,150,3,0.02629006188362837,0.7908994825556874,0.023469646461308002,7.0,13.0,49.41896650008857,30,30,0,,0,,0
A,0.0001,1.0,1e-12,1e-12,0.01,150,4,0.046511704102158546,0.49283321434631944,0.046511704102158546,7.0,12.0,46.50866079994012,30,30,0,,0,,0
A,0.001,1e-06,1e-12,1e-12,0.01,150,0,0.046569871716201305,0.7737511373125017,0.03832109738141298,1.5,13.0,46.198125099996105,30,30,0,,0,,0
A,0.001,1e-06,1e-12,1e-12,0.01,150,1,0.0479557728394866,0.7872134894132614,0.03810573183000088,1.0,12.5,46.285106000024825,30,30,0,,0,,0
A,0.001,1e-06,1e-12,1e-12,0.01,150,2,0.04636653698980808,0.618716299533844,0.04129904322326183,1.5,12.0,46.14068050007336,30,30,0,,0,,0
A,0.001,1e-06,1e-12,1e-12,0.01,150,3,0.04890438076108694,0.6686493344604969,0.040242536924779415,1.0,12.5,45.950371199985966,30,30,0,,0,,0
A,0.001,1e-06,1e-12,1e-12,0.01,150,4,0.0468129888176918,0.5926746120676398,0.0468129888176918,1.5,13.0,47.877184799988754,30,30,0,,0,,0
