stage,edge_size,edge_ent,node_feat_size,node_feat_ent,lr,epochs,graph_idx,node_type,node_idx,target_value,seed_runs,feature_mask_var_mean,edge_mask_var_mean,mask_var_mean
A,0.001,0.001,1e-12,1e-12,0.01,150,610,C,2,-2.5053277015686035,5,0.02943463300050876,0.055683139094254555,0.04255888604738166
A,0.01,0.001,1e-12,1e-12,0.01,150,650,C,4,-1.282924771308899,5,0.01721990291054542,0.06947160094954824,0.04334575193004683
A,1e-06,1.0,1e-12,1e-12,0.01,150,380,H,2,-0.11749634146690369,5,0.0043333568992166786,0.08306341721999583,0.043698387059606256
A,1e-05,1.0,1e-12,1e-12,0.01,150,380,H,2,-0.11749634146690369,5,0.004333361154494238,0.0830635690679823,0.043698465111238274
A,0.0001,1.0,1e-12,1e-12,0.01,150,380,H,2,-0.11749634146690369,5,0.004333408305540494,0.08306511500864432,0.043699261657092404
A,0.01,0.1,1e-12,1e-12,0.01,150,640,H,4,-0.03988323733210564,5,0.019511711943833988,0.06790037819240194,0.04370604506811796
A,0.001,1.0,1e-12,1e-12,0.01,150,380,H,2,-0.11749634146690369,5,0.004333146126820344,0.08308049376440835,0.043706819945614345
A,0.1,1.0,1e-12,1e-12,0.01,150,640,H,4,-0.03988323733210564,5,0.019508807047836585,0.06791618872062224,0.043712497884229415
A,1e-06,0.1,1e-12,1e-12,0.01,150,380,H,2,-0.11749634146690369,5,0.004321089543585938,0.08311362899952578,0.04371735927155586
A,1e-05,0.1,1e-12,1e-12,0.01,150,380,H,2,-0.11749634146690369,5,0.004321265247095647,0.08311502529934253,0.043718145273219086
A,0.0001,0.1,1e-12,1e-12,0.01,150,380,H,2,-0.11749634146690369,5,0.004321340384946373,0.0831288878988474,0.043725114141896886
A,0.01,1.0,1e-12,1e-12,0.01,150,380,H,2,-0.11749634146690369,5,0.004339153754484229,0.08323163770628719,0.04378539573038571
A,0.001,1e-06,1e-12,1e-12,0.01,150,650,C,4,-1.282924771308899,5,0.01793644490742004,0.0700354670439109,0.04398595597566547
A,0.001,1e-05,1e-12,1e-12,0.01,150,650,C,4,-1.282924771308899,5,0.01793647573923737,0.07003648535875044,0.04398648054899391
A,0.001,0.0001,1e-12,1e-12,0.01,150,650,C,4,-1.282924771308899,5,0.017936171597580024,0.0700461486447597,0.04399116012116987
A,1e-05,1e-06,1e-12,1e-12,0.01,150,640,H,4,-0.03988323733210564,5,0.021544510217229296,0.06647482709373043,0.04400966865547986
A,0.001,0.001,1e-12,1e-12,0.01,150,650,C,4,-1.282924771308899,5,0.01793550262411925,0.07014452698696778,0.044040014805543516
A,0.01,0.1,1e-12,1e-12,0.01,150,530,C,1,-2.7582390308380127,5,0.027587534621871728,0.06055680014057529,0.044072167381223507
A,0.0001,1e-06,1e-12,1e-12,0.01,150,650,C,4,-1.282924771308899,5,0.017922378070801735,0.07041564212319347,0.0441690100969976
A,0.0001,1e-05,1e-12,1e-12,0.01,150,650,C,4,-1.282924771308899,5,0.017922365024022786,0.07041659783386574,0.044169481428944266
A,0.0001,0.0001,1e-12,1e-12,0.01,150,650,C,4,-1.282924771308899,5,0.017922227595098802,0.0704258744291204,0.044174051012109604
A,1e-05,1e-06,1e-12,1e-12,0.01,150,650,C,4,-1.282924771308899,5,0.01792052401224443,0.07045674510533853,0.04418863455879148
A,1e-05,1e-05,1e-12,1e-12,0.01,150,650,C,4,-1.282924771308899,5,0.01792051835839166,0.07045769861591968,0.04418910848715567
A,1e-06,1e-06,1e-12,1e-12,0.01,150,650,C,4,-1.282924771308899,5,0.017920817928361147,0.07045968344671305,0.0441902506875371
A,1e-06,1e-05,1e-12,1e-12,0.01,150,650,C,4,-1.282924771308899,5,0.01792082201034927,0.07046062813880322,0.04419072507457624
A,1e-05,0.0001,1e-12,1e-12,0.01,150,650,C,4,-1.282924771308899,5,0.017920454752244144,0.07046695521471047,0.04419370498347731
A,1e-06,0.0001,1e-12,1e-12,0.01,150,650,C,4,-1.282924771308899,5,0.01792076646098333,0.07046983330103328,0.0441952998810083
A,0.0001,0.001,1e-12,1e-12,0.01,150,650,C,4,-1.282924771308899,5,0.0179217601269713,0.07052318796088979,0.044222474043930544
A,1e-05,0.001,1e-12,1e-12,0.01,150,650,C,4,-1.282924771308899,5,0.017919051563428108,0.07055778286018416,0.04423841721180613
A,1e-06,0.001,1e-12,1e-12,0.01,150,650,C,4,-1.282924771308899,5,0.017918986508025387,0.07056150343880216,0.04424024497341377
A,1e-05,1e-05,1e-12,1e-12,0.01,150,640,H,4,-0.03988323733210564,5,0.021519687304359082,0.06730164261400248,0.04441066495918078
A,0.01,0.1,1e-12,1e-12,0.01,150,170,C,0,-2.175614595413208,5,0.013561605110311122,0.07573687456367939,0.04464923983699526
A,0.1,1.0,1e-12,1e-12,0.01,150,270,C,1,-2.464503288269043,5,0.026274317544390635,0.06351538066104295,0.044894849102716794
A,0.0001,1e-06,1e-12,1e-12,0.01,150,270,H,0,-0.04426804184913635,5,0.02058197816112968,0.06962223014245694,0.04510210415179331
A,0.0001,0.01,1e-12,1e-12,0.01,150,510,C,1,-2.8548877239227295,5,0.017703991577691026,0.0733280708682763,0.04551603122298366
A,0.0001,1e-05,1e-12,1e-12,0.01,150,270,H,0,-0.04426804184913635,5,0.020562319084425674,0.0704706704205327,0.04551649475247919
A,0.0001,0.1,1e-12,1e-12,0.01,150,530,C,1,-2.7582390308380127,5,0.02757723075704655,0.06367880138267466,0.04562801606986061
A,1e-05,0.1,1e-12,1e-12,0.01,150,530,C,1,-2.7582390308380127,5,0.02757747808731122,0.06371501564455759,0.0456462468659344
A,1e-06,0.1,1e-12,1e-12,0.01,150,530,C,1,-2.7582390308380127,5,0.027577516022442444,0.06371874903921214,0.04564813253082729
A,1e-05,0.01,1e-12,1e-12,0.01,150,510,C,1,-2.8548877239227295,5,0.017701878611336284,0.07387339925911508,0.04578763893522568
A,1e-06,0.01,1e-12,1e-12,0.01,150,510,C,1,-2.8548877239227295,5,0.017701689264933453,0.07392479021765336,0.04581323974129341
A,1e-05,0.0001,1e-12,1e-12,0.01,150,330,H,1,-0.05347871407866478,5,0.029728584702664422,0.06259507181212022,0.04616182825739232
A,1e-06,0.0001,1e-12,1e-12,0.01,150,330,H,1,-0.05347871407866478,5,0.028166622718437565,0.06591900224750127,0.04704281248296942
A,0.0001,0.01,1e-12,1e-12,0.01,150,650,H,15,-0.01910228095948696,5,0.02992270968102086,0.06497871991268254,0.0474507147968517
A,1e-05,0.0001,1e-12,1e-12,0.01,150,640,H,9,-0.08353185653686523,5,0.029973221617792867,0.06502983090880989,0.047501526263301376
A,1e-05,1e-06,1e-12,1e-12,0.01,150,170,H,3,-0.026961499825119972,5,4.454833032884732e-05,0.0952419761331042,0.04764326223171653
A,1e-06,1e-06,1e-12,1e-12,0.01,150,170,H,3,-0.026961499825119972,5,4.547588370106345e-05,0.09533040419697941,0.047687940040340236
A,1e-05,1e-05,1e-12,1e-12,0.01,150,170,H,3,-0.026961499825119972,5,4.521245391618901e-05,0.09535028884913091,0.04769775065152355
A,1e-05,0.0001,1e-12,1e-12,0.01,150,170,H,3,-0.026961499825119972,5,4.471792202267442e-05,0.09591140835959863,0.047978063140810656
A,1e-06,0.0001,1e-12,1e-12,0.01,150,170,H,3,-0.026961499825119972,5,4.876940633459636e-05,0.09602391041230404,0.04803633990931932
A,1e-06,1e-06,1e-12,1e-12,0.01,150,640,H,4,-0.03988323733210564,5,0.018733061561988014,0.07741397142861195,0.04807351649529998
A,1e-05,0.0001,1e-12,1e-12,0.01,150,640,H,4,-0.03988323733210564,5,0.018879265014094405,0.0776810434711262,0.0482801542426103
A,0.0001,1e-06,1e-12,1e-12,0.01,150,610,C,2,-2.5053277015686035,5,0.029923467214883558,0.06679036584131026,0.04835691652809691
A,0.0001,1e-05,1e-12,1e-12,0.01,150,610,C,2,-2.5053277015686035,5,0.029923800730597003,0.06680758707029284,0.04836569390044492
A,0.0001,0.0001,1e-12,1e-12,0.01,150,610,C,2,-2.5053277015686035,5,0.029926986980317507,0.06697996702444879,0.04845347700238315
A,0.1,1.0,1e-12,1e-12,0.01,150,650,H,12,-0.10497073829174042,5,0.003857280036811448,0.09309595598017344,0.04847661800849244
A,0.01,0.1,1e-12,1e-12,0.01,150,650,H,12,-0.10497073829174042,5,0.0038588316984250032,0.09312076512976275,0.04848979841409388
A,1e-06,1e-05,1e-12,1e-12,0.01,150,640,H,4,-0.03988323733210564,5,0.018699473652037585,0.0783171115814566,0.04850829261674709
A,1e-06,0.01,1e-12,1e-12,0.01,150,650,H,12,-0.10497073829174042,5,0.005836470533935165,0.09121699395000923,0.0485267322419722
A,1e-05,0.01,1e-12,1e-12,0.01,150,650,H,12,-0.10497073829174042,5,0.0058359430745832525,0.09123138087436637,0.04853366197447481
A,0.0001,1e-06,1e-12,1e-12,0.01,150,170,H,3,-0.026961499825119972,5,3.9769198342341816e-05,0.09714766239281972,0.04859371579558103
A,0.0001,1e-05,1e-12,1e-12,0.01,150,170,H,3,-0.026961499825119972,5,3.996028160504363e-05,0.09721646520371865,0.04862821274266185
A,0.0001,0.01,1e-12,1e-12,0.01,150,650,H,12,-0.10497073829174042,5,0.006004950086077095,0.09138793843424739,0.048696444260162244
A,0.01,1e-06,1e-12,1e-12,0.01,150,650,C,2,-0.7869271636009216,5,0.0139208728149303,0.08410982704419112,0.04901534992956071
A,0.01,1e-05,1e-12,1e-12,0.01,150,650,C,2,-0.7869271636009216,5,0.013920717818285883,0.08411080190142034,0.04901575985985311
A,0.01,0.0001,1e-12,1e-12,0.01,150,650,C,2,-0.7869271636009216,5,0.013921025968888454,0.08411201114092631,0.049016518554907386
A,0.1,1e-06,1e-12,1e-12,0.01,150,620,C,3,-8.189264297485352,5,0.02838708132590522,0.06965435368179906,0.049020717503852146
A,0.1,1e-05,1e-12,1e-12,0.01,150,620,C,3,-8.189264297485352,5,0.02838707967017604,0.06965437638789225,0.04902072802903414
A,0.1,0.0001,1e-12,1e-12,0.01,150,620,C,3,-8.189264297485352,5,0.0283870189881623,0.06965454213512147,0.049020780561641886
A,0.1,0.001,1e-12,1e-12,0.01,150,620,C,3,-8.189264297485352,5,0.02838683726673798,0.06965636972827814,0.04902160349750806
A,0.01,0.001,1e-12,1e-12,0.01,150,650,C,2,-0.7869271636009216,5,0.013921078341849379,0.08412378472730851,0.04902243153457894
A,0.1,0.01,1e-12,1e-12,0.01,150,620,C,3,-8.189264297485352,5,0.02838529154892785,0.0696731740473606,0.04902923279814423
A,0.01,0.01,1e-12,1e-12,0.01,150,650,C,2,-0.7869271636009216,5,0.013920308785696386,0.08423936720037009,0.04907983799303324
A,0.1,0.1,1e-12,1e-12,0.01,150,620,C,3,-8.189264297485352,5,0.028359175986054065,0.06983483060129847,0.049097003293676264
A,0.001,1e-06,1e-12,1e-12,0.01,150,620,C,3,-8.189264297485352,5,0.028132341965334408,0.07009368521691438,0.049113013591124396
A,0.001,1e-05,1e-12,1e-12,0.01,150,620,C,3,-8.189264297485352,5,0.02813233915263189,0.07009370528077592,0.049113022216703904
A,0.001,0.0001,1e-12,1e-12,0.01,150,620,C,3,-8.189264297485352,5,0.02813232511958001,0.07009385062747413,0.04911308787352707
A,0.001,0.001,1e-12,1e-12,0.01,150,620,C,3,-8.189264297485352,5,0.02813157868030908,0.07009499951072973,0.0491132890955194
A,0.0001,1e-06,1e-12,1e-12,0.01,150,620,C,3,-8.189264297485352,5,0.02813102631167639,0.07009949911326312,0.04911526271246976
A,0.0001,1e-05,1e-12,1e-12,0.01,150,620,C,3,-8.189264297485352,5,0.028131026710363723,0.07009951019443127,0.0491152684523975
A,1e-05,1e-06,1e-12,1e-12,0.01,150,620,C,3,-8.189264297485352,5,0.028130797552467834,0.0700998748697516,0.049115336211109716
A,0.0001,0.0001,1e-12,1e-12,0.01,150,620,C,3,-8.189264297485352,5,0.02813100834943687,0.07009966576709219,0.04911533705826453
A,1e-05,1e-05,1e-12,1e-12,0.01,150,620,C,3,-8.189264297485352,5,0.028130794560288174,0.07009988669508953,0.04911534062768885
A,1e-05,0.0001,1e-12,1e-12,0.01,150,620,C,3,-8.189264297485352,5,0.0281307784814595,0.07010004304306994,0.04911541076226472
A,1e-06,1e-06,1e-12,1e-12,0.01,150,620,C,3,-8.189264297485352,5,0.02813167626018939,0.07009984750435384,0.04911576188227162
A,1e-06,1e-05,1e-12,1e-12,0.01,150,620,C,3,-8.189264297485352,5,0.02813167329032421,0.0700998600009899,0.049115766645657054
A,1e-06,0.0001,1e-12,1e-12,0.01,150,620,C,3,-8.189264297485352,5,0.028131644050659668,0.07010001069734945,0.04911582737400456
A,0.0001,0.001,1e-12,1e-12,0.01,150,620,C,3,-8.189264297485352,5,0.028130669225848896,0.0701012327389574,0.04911595098240314
A,1e-05,0.001,1e-12,1e-12,0.01,150,620,C,3,-8.189264297485352,5,0.028130603803628577,0.07010157177856992,0.049116087791099244
A,1e-06,0.001,1e-12,1e-12,0.01,150,620,C,3,-8.189264297485352,5,0.028131457169576074,0.07010167545948558,0.049116566314530825
A,0.001,0.01,1e-12,1e-12,0.01,150,620,C,3,-8.189264297485352,5,0.028129496887516873,0.07011017017448717,0.04911983353100202
A,0.0001,0.01,1e-12,1e-12,0.01,150,620,C,3,-8.189264297485352,5,0.028126481069558246,0.07011607156139972,0.04912127631547898
A,1e-05,0.01,1e-12,1e-12,0.01,150,620,C,3,-8.189264297485352,5,0.028126290012402393,0.070116269620848,0.0491212798166252
A,1e-06,0.01,1e-12,1e-12,0.01,150,620,C,3,-8.189264297485352,5,0.028126294664307654,0.07011638918129885,0.04912134192280325
A,0.01,1e-06,1e-12,1e-12,0.01,150,620,C,3,-8.189264297485352,5,0.028181455184133695,0.07007896005670214,0.04913020762041792
A,0.01,1e-05,1e-12,1e-12,0.01,150,620,C,3,-8.189264297485352,5,0.02818145304718839,0.07007897457582658,0.049130213811507485
A,0.01,0.0001,1e-12,1e-12,0.01,150,620,C,3,-8.189264297485352,5,0.02818141391308391,0.07007905968944912,0.04913023680126652
A,0.01,0.001,1e-12,1e-12,0.01,150,620,C,3,-8.189264297485352,5,0.0281813305329988,0.07008066285402893,0.04913099669351387
A,0.0001,0.0001,1e-12,1e-12,0.01,150,170,H,3,-0.026961499825119972,5,4.2419512380976435e-05,0.0982324407309342,0.04913743012165759
A,0.001,1e-06,1e-12,1e-12,0.01,150,650,C,2,-0.7869271636009216,5,0.01387698631223901,0.08439851145385073,0.04913774888304487
A,0.001,1e-05,1e-12,1e-12,0.01,150,650,C,2,-0.7869271636009216,5,0.013876986620953598,0.08439859947415128,0.04913779304755244
A,0.001,0.0001,1e-12,1e-12,0.01,150,650,C,2,-0.7869271636009216,5,0.013876947388209953,0.0843996729506648,0.04913831016943738
A,0.01,0.01,1e-12,1e-12,0.01,150,620,C,3,-8.189264297485352,5,0.028179961233032822,0.07009777149325885,0.049138866363145836
A,0.001,0.001,1e-12,1e-12,0.01,150,650,C,2,-0.7869271636009216,5,0.013875747298314716,0.08441351873657713,0.04914463301744592
A,0.0001,1e-06,1e-12,1e-12,0.01,150,650,C,2,-0.7869271636009216,5,0.013874784096234114,0.08443411091092665,0.04915444750358038
A,0.0001,1e-05,1e-12,1e-12,0.01,150,650,C,2,-0.7869271636009216,5,0.013874779674955064,0.0844342245289671,0.04915450210196108
A,1e-05,1e-06,1e-12,1e-12,0.01,150,650,C,2,-0.7869271636009216,5,0.013873187927224265,0.08443619140901852,0.04915468966812139
A,1e-05,1e-05,1e-12,1e-12,0.01,150,650,C,2,-0.7869271636009216,5,0.013873183552101688,0.08443632821725706,0.04915475588467938
A,1e-06,1e-06,1e-12,1e-12,0.01,150,650,C,2,-0.7869271636009216,5,0.013873347437697522,0.08443648635286202,0.049154916895279774
A,1e-06,1e-05,1e-12,1e-12,0.01,150,650,C,2,-0.7869271636009216,5,0.013873361243812606,0.08443661699516775,0.04915498911949018
A,0.0001,0.0001,1e-12,1e-12,0.01,150,650,C,2,-0.7869271636009216,5,0.013874750544253436,0.08443583245600396,0.0491552915001287
A,1e-06,0.0001,1e-12,1e-12,0.01,150,650,C,2,-0.7869271636009216,5,0.013873196058810211,0.08443769739148835,0.04915544672514928
A,1e-05,0.0001,1e-12,1e-12,0.01,150,650,C,2,-0.7869271636009216,5,0.013873391595777017,0.08443921111639036,0.04915630135608369
A,0.0001,0.001,1e-12,1e-12,0.01,150,650,C,2,-0.7869271636009216,5,0.013874309586271899,0.08444654212358252,0.049160425854927206
A,1e-05,0.001,1e-12,1e-12,0.01,150,650,C,2,-0.7869271636009216,5,0.013872987682090639,0.08445022371850626,0.04916160570029845
A,1e-06,0.001,1e-12,1e-12,0.01,150,650,C,2,-0.7869271636009216,5,0.013872958336450645,0.08445062936727818,0.049161793851864415
A,0.0001,0.1,1e-12,1e-12,0.01,150,620,C,3,-8.189264297485352,5,0.028099374200066356,0.07026458428306857,0.04918197924156746
A,1e-06,0.1,1e-12,1e-12,0.01,150,620,C,3,-8.189264297485352,5,0.02809947757386582,0.07026480894628293,0.049182143260074376
A,1e-05,0.1,1e-12,1e-12,0.01,150,620,C,3,-8.189264297485352,5,0.028099787736352997,0.07026477361726924,0.049182280676811116
A,0.001,0.1,1e-12,1e-12,0.01,150,620,C,3,-8.189264297485352,5,0.028104833786035097,0.07026454702043315,0.04918469040323412
A,0.01,0.1,1e-12,1e-12,0.01,150,620,C,3,-8.189264297485352,5,0.028147814932426584,0.0702514025348198,0.049199608733623196
A,0.001,0.01,1e-12,1e-12,0.01,150,650,C,2,-0.7869271636009216,5,0.01387568813775825,0.0846618063418621,0.04926874723981017
A,0.0001,0.01,1e-12,1e-12,0.01,150,650,C,2,-0.7869271636009216,5,0.013874601600642848,0.08469719102905915,0.049285896314851
A,1e-06,0.01,1e-12,1e-12,0.01,150,650,C,2,-0.7869271636009216,5,0.013873770272214833,0.08470031988819074,0.04928704508020278
A,1e-05,0.01,1e-12,1e-12,0.01,150,650,C,2,-0.7869271636009216,5,0.013874415945205226,0.08470096240459671,0.049287689174900964
A,1e-05,1e-06,1e-12,1e-12,0.01,150,510,H,8,-0.0713830441236496,5,0.02669064108103351,0.07238361636687927,0.049537128723956395
A,1e-06,1e-06,1e-12,1e-12,0.01,150,330,H,2,-0.052478715777397156,5,0.024966842293717637,0.07457049891746378,0.04976867060559071
A,0.1,1.0,1e-12,1e-12,0.01,150,620,C,3,-8.189264297485352,5,0.028239611669780975,0.07146435009577866,0.04985198088277982
A,0.1,1.0,1e-12,1e-12,0.01,150,510,C,1,-2.8548877239227295,5,0.015266886895456336,0.08468202818757022,0.04997445754151328
A,1e-06,1e-05,1e-12,1e-12,0.01,150,170,H,3,-0.026961499825119972,5,0.005169108814778088,0.09542643013601136,0.05029776947539472
A,1e-06,0.0001,1e-12,1e-12,0.01,150,640,H,4,-0.03988323733210564,5,0.018494930394292355,0.08215972635501487,0.05032732837465361
A,0.0001,0.0001,1e-12,1e-12,0.01,150,270,H,0,-0.04426804184913635,5,0.02034959835065669,0.08031135270576996,0.05033047552821333
A,0.001,0.1,1e-12,1e-12,0.01,150,530,C,1,-2.7582390308380127,5,0.027572615214474013,0.07323294486296725,0.05040278003872063
A,0.0001,0.001,1e-12,1e-12,0.01,150,610,C,2,-2.5053277015686035,5,0.028770855172913105,0.07243424064223564,0.050602547907574374
A,1e-05,1e-06,1e-12,1e-12,0.01,150,610,C,2,-2.5053277015686035,5,0.02991663191856274,0.07149225946846038,0.05070444569351156
A,0.01,0.1,1e-12,1e-12,0.01,150,610,H,6,-0.14696994423866272,5,0.009482453607534474,0.09194471008398901,0.05071358184576174
A,1e-05,1e-05,1e-12,1e-12,0.01,150,610,C,2,-2.5053277015686035,5,0.02991699202585986,0.07151727120106742,0.05071713161346364
A,1e-06,1e-06,1e-12,1e-12,0.01,150,610,C,2,-2.5053277015686035,5,0.0299160799077353,0.07167500273743276,0.05079554132258403
A,1e-06,1e-05,1e-12,1e-12,0.01,150,610,C,2,-2.5053277015686035,5,0.029914629683094798,0.07170075164659098,0.05080769066484289
A,1e-05,0.0001,1e-12,1e-12,0.01,150,610,C,2,-2.5053277015686035,5,0.029919295002924323,0.07177110377034587,0.0508451993866351
A,1e-06,1e-05,1e-12,1e-12,0.01,150,330,H,2,-0.052478715777397156,5,0.02489233385257967,0.07681243464354492,0.05085238424806229
A,1e-06,0.0001,1e-12,1e-12,0.01,150,610,C,2,-2.5053277015686035,5,0.029918202083650314,0.07195805002794059,0.05093812605579545
A,0.001,1e-06,1e-12,1e-12,0.01,150,170,C,3,-2.179614543914795,5,0.019522875822156484,0.08242782596482855,0.05097535089349252
A,0.001,1e-05,1e-12,1e-12,0.01,150,170,C,3,-2.179614543914795,5,0.01952281886754391,0.08242981115958695,0.05097631501356543
A,0.001,0.0001,1e-12,1e-12,0.01,150,170,C,3,-2.179614543914795,5,0.019522181855255293,0.0824495156109365,0.0509858487330959
A,0.01,0.1,1e-12,1e-12,0.01,150,640,H,13,-0.030795302242040634,5,0.035201995608587826,0.06805571835107127,0.05162885697982955
A,0.1,1.0,1e-12,1e-12,0.01,150,640,H,13,-0.030795302242040634,5,0.035191786432764806,0.06811072487878378,0.05165125565577429
A,0.0001,1e-06,1e-12,1e-12,0.01,150,330,H,4,-0.02938268519937992,5,0.019131991756934558,0.08432716330670004,0.0517295775318173
A,1e-05,1e-05,1e-12,1e-12,0.01,150,510,H,8,-0.0713830441236496,5,0.026739611830166807,0.07704185178943476,0.051890731809800784
A,0.0001,1e-05,1e-12,1e-12,0.01,150,330,H,4,-0.02938268519937992,5,0.019126365414606813,0.08476795480606128,0.05194716011033405
A,1e-05,0.001,1e-12,1e-12,0.01,150,610,C,2,-2.5053277015686035,5,0.028772336774257556,0.07573523056934323,0.05225378367180039
A,0.1,1.0,1e-12,1e-12,0.01,150,650,C,4,-1.282924771308899,5,0.0209437976095312,0.08373941582182151,0.05234160671567636
A,1e-06,0.001,1e-12,1e-12,0.01,150,610,C,2,-2.5053277015686035,5,0.02877195067312707,0.07615871717357556,0.052465333923351315
A,0.01,0.1,1e-12,1e-12,0.01,150,510,C,1,-2.8548877239227295,5,0.01398813830400559,0.0913633592943745,0.05267574879919005
A,0.1,0.1,1e-12,1e-12,0.01,150,330,C,0,-1.5042518377304077,5,0.012569729694463298,0.09321774741937783,0.05289373855692056
A,1e-06,1e-06,1e-12,1e-12,0.01,150,510,H,8,-0.0713830441236496,5,0.024273598895423333,0.08197945237133666,0.053126525633379995
A,0.01,0.1,1e-12,1e-12,0.01,150,170,H,3,-0.026961499825119972,5,0.014060201554403748,0.09230782844789948,0.053184015001151615
A,0.1,1.0,1e-12,1e-12,0.01,150,170,H,3,-0.026961499825119972,5,0.014076106602998845,0.09275508089319026,0.053415593748094556
A,0.01,1.0,1e-12,1e-12,0.01,150,650,H,15,-0.01910228095948696,5,0.034840985768796205,0.07211835609365953,0.053479670931227866
A,0.1,1.0,1e-12,1e-12,0.01,150,530,C,1,-2.7582390308380127,5,0.02962477640501553,0.07733718389634348,0.0534809801506795
A,0.001,0.001,1e-12,1e-12,0.01,150,170,C,3,-2.179614543914795,5,0.019515219857989423,0.0875772962731472,0.053546258065568314
A,0.01,0.1,1e-12,1e-12,0.01,150,330,C,0,-1.5042518377304077,5,0.013149412799215844,0.09402022844930422,0.05358482062426003
A,0.001,0.01,1e-12,1e-12,0.01,150,640,H,13,-0.030795302242040634,5,0.03980241315196718,0.06748410324820113,0.05364325820008416
A,0.01,1.0,1e-12,1e-12,0.01,150,270,C,1,-2.464503288269043,5,0.023952875827774972,0.08348554635919254,0.05371921109348376
A,0.001,0.1,1e-12,1e-12,0.01,150,330,C,0,-1.5042518377304077,5,0.013126052497527513,0.09449212620757164,0.05380908935254958
A,0.0001,0.1,1e-12,1e-12,0.01,150,330,C,0,-1.5042518377304077,5,0.013125663866012022,0.09454123150594376,0.05383344768597789
A,1e-05,0.1,1e-12,1e-12,0.01,150,330,C,0,-1.5042518377304077,5,0.013125479958306497,0.09454699770571726,0.05383623883201188
A,1e-06,0.1,1e-12,1e-12,0.01,150,330,C,0,-1.5042518377304077,5,0.013125464643813003,0.0945474631975004,0.053836463920656705
A,0.0001,1e-06,1e-12,1e-12,0.01,150,170,C,3,-2.179614543914795,5,0.019455850559454743,0.08870734061448818,0.05408159558697146
A,0.0001,1e-05,1e-12,1e-12,0.01,150,170,C,3,-2.179614543914795,5,0.019455768646784357,0.08870958839816245,0.05408267852247341
A,0.0001,0.0001,1e-12,1e-12,0.01,150,170,C,3,-2.179614543914795,5,0.01945493190075852,0.08873183569853148,0.054093383799645
A,1e-05,1e-06,1e-12,1e-12,0.01,150,170,C,3,-2.179614543914795,5,0.019449672310396886,0.08884629050838366,0.054147981409390276
A,1e-05,1e-05,1e-12,1e-12,0.01,150,170,C,3,-2.179614543914795,5,0.019449580833553526,0.088848501905576,0.05414904136956476
A,1e-06,1e-06,1e-12,1e-12,0.01,150,170,C,3,-2.179614543914795,5,0.019449413401583186,0.08886049537039503,0.05415495438598911
A,1e-06,1e-05,1e-12,1e-12,0.01,150,170,C,3,-2.179614543914795,5,0.01944936842799195,0.0888628080079273,0.05415608821795963
A,1e-05,0.0001,1e-12,1e-12,0.01,150,170,C,3,-2.179614543914795,5,0.019448728495620127,0.08887068809526444,0.05415970829544228
A,1e-06,0.0001,1e-12,1e-12,0.01,150,170,C,3,-2.179614543914795,5,0.01944844803872947,0.0888852655158364,0.05416685677728294
A,0.0001,0.0001,1e-12,1e-12,0.01,150,330,H,4,-0.02938268519937992,5,0.01908903163244484,0.0892620286863334,0.05417553015938912
A,0.0001,0.001,1e-12,1e-12,0.01,150,170,C,3,-2.179614543914795,5,0.01944749340860595,0.08895760153623158,0.05420254747241877
A,1e-05,0.001,1e-12,1e-12,0.01,150,170,C,3,-2.179614543914795,5,0.019440701820811982,0.0890956327990385,0.05426816730992524
A,1e-06,0.001,1e-12,1e-12,0.01,150,170,C,3,-2.179614543914795,5,0.019440401879013275,0.08911039449457493,0.054275398186794103
A,0.1,1.0,1e-12,1e-12,0.01,150,380,C,0,0.17328409850597382,5,0.023656835744053095,0.08500124057165874,0.05432903815785592
A,1e-06,1e-05,1e-12,1e-12,0.01,150,510,H,8,-0.0713830441236496,5,0.02419103103607069,0.08448376773195769,0.05433739938401419
A,0.001,0.01,1e-12,1e-12,0.01,150,170,C,3,-2.179614543914795,5,0.019456788521271196,0.08993923135169093,0.054698009936481065
A,0.001,0.1,1e-12,1e-12,0.01,150,170,C,0,-2.175614595413208,5,0.014466031821302449,0.09498090985208443,0.05472347083669344
A,0.001,1.0,1e-12,1e-12,0.01,150,650,H,15,-0.01910228095948696,5,0.037287950844022616,0.07223095668116741,0.054759453762595015
A,0.0001,1.0,1e-12,1e-12,0.01,150,650,H,15,-0.01910228095948696,5,0.03729438520323694,0.07224078169101636,0.05476758344712665
A,1e-05,1.0,1e-12,1e-12,0.01,150,650,H,15,-0.01910228095948696,5,0.037294778419412214,0.07224168684763746,0.05476823263352484
A,1e-06,1.0,1e-12,1e-12,0.01,150,650,H,15,-0.01910228095948696,5,0.037294816879360794,0.07224176077697979,0.054768288828170295
A,1e-05,0.1,1e-12,1e-12,0.01,150,170,C,0,-2.175614595413208,5,0.014433762544010405,0.0954911473847034,0.05496245496435691
A,0.0001,0.1,1e-12,1e-12,0.01,150,170,C,0,-2.175614595413208,5,0.01443623880556621,0.09548900738680105,0.05496262309618363
A,0.0001,0.01,1e-12,1e-12,0.01,150,170,C,3,-2.179614543914795,5,0.019399325130125197,0.09126149000597525,0.05533040756805022
A,1e-05,0.01,1e-12,1e-12,0.01,150,170,C,3,-2.179614543914795,5,0.019393769756706442,0.09139141326164049,0.055392591509173465
