stage,edge_size,edge_ent,node_feat_size,node_feat_ent,lr,epochs,graph_idx,node_type,node_idx,target_value,seed_runs,feature_mask_var_mean,edge_mask_var_mean,mask_var_mean
B,1e-12,1e-12,0.1,0.001,0.01,150,650,H,15,-0.01910228095948696,5,0.004101119815623054,0.15434849548882096,0.079224807652222
B,1e-12,1e-12,0.1,0.0001,0.01,150,650,H,15,-0.01910228095948696,5,0.004118601350308015,0.15435398486893648,0.07923629310962224
B,1e-12,1e-12,0.001,0.01,0.01,150,170,H,3,-0.026961499825119972,5,0.010764500957945207,0.1479584204415414,0.0793614606997433
B,1e-12,1e-12,0.001,0.0001,0.01,150,170,H,3,-0.026961499825119972,5,0.010059247779814528,0.14892890315167834,0.07949407546574644
B,1e-12,1e-12,0.001,1e-05,0.01,150,170,H,3,-0.026961499825119972,5,0.010002363175199017,0.1489932916549222,0.0794978274150606
B,1e-12,1e-12,0.001,1e-06,0.01,150,170,H,3,-0.026961499825119972,5,0.009997178958064108,0.148998753289183,0.07949796612362355
B,1e-12,1e-12,1e-06,0.01,0.01,150,640,H,9,-0.08353185653686523,5,0.07506943278701761,0.08435837610631935,0.07971390444666848
B,1e-12,1e-12,0.1,0.001,0.01,150,640,H,4,-0.03988323733210564,5,0.003776176233834803,0.15676725879365278,0.08027171751374379
B,1e-12,1e-12,0.0001,0.01,0.01,150,640,H,9,-0.08353185653686523,5,0.07740797711893226,0.08329834713926518,0.08035316212909871
B,1e-12,1e-12,0.1,1e-06,0.01,150,640,H,4,-0.03988323733210564,5,0.004109987869136042,0.156685679770914,0.08039783382002502
B,1e-12,1e-12,0.1,1e-05,0.01,150,640,H,4,-0.03988323733210564,5,0.0041097745771528525,0.15668622788296177,0.08039800123005732
B,1e-12,1e-12,0.1,0.0001,0.01,150,640,H,4,-0.03988323733210564,5,0.004107764195464146,0.156692676596699,0.08040022039608158
B,1e-12,1e-12,0.1,0.01,0.01,150,640,H,4,-0.03988323733210564,5,0.00359832014653551,0.15749420138615747,0.0805462607663465
B,1e-12,1e-12,0.01,0.1,0.01,150,620,H,6,0.08161692321300507,5,0.04308434120182227,0.11910431697005805,0.08109432908594016
B,1e-12,1e-12,1.0,0.001,0.01,150,640,H,4,-0.03988323733210564,5,0.00446808942615596,0.15817482682329925,0.0813214581247276
B,1e-12,1e-12,1.0,0.0001,0.01,150,640,H,4,-0.03988323733210564,5,0.00447034881266932,0.15817315578448116,0.08132175229857525
B,1e-12,1e-12,1.0,1e-05,0.01,150,640,H,4,-0.03988323733210564,5,0.004470574033658865,0.1581729841192542,0.08132177907645653
B,1e-12,1e-12,1.0,1e-06,0.01,150,640,H,4,-0.03988323733210564,5,0.0044705968242973754,0.15817296583169438,0.08132178132799588
B,1e-12,1e-12,1.0,0.01,0.01,150,640,H,4,-0.03988323733210564,5,0.0044456370636745705,0.15822384489827385,0.08133474098097421
B,1e-12,1e-12,1.0,0.1,0.01,150,640,H,4,-0.03988323733210564,5,0.004232567211489538,0.15854637254981585,0.0813894698806527
B,1e-12,1e-12,1.0,0.1,0.01,150,650,H,15,-0.01910228095948696,5,0.004448777535705036,0.15854875690797599,0.0814987672218405
B,1e-12,1e-12,1.0,0.01,0.01,150,650,H,15,-0.01910228095948696,5,0.004681756132731831,0.1584611910659369,0.08157147359933437
B,1e-12,1e-12,1.0,0.001,0.01,150,650,H,15,-0.01910228095948696,5,0.004705588672702308,0.15845655006499398,0.08158106936884815
B,1e-12,1e-12,1.0,0.0001,0.01,150,650,H,15,-0.01910228095948696,5,0.004707982334379145,0.1584596333376098,0.08158380783599446
B,1e-12,1e-12,1.0,1e-05,0.01,150,650,H,15,-0.01910228095948696,5,0.004708222156004585,0.15845957861512402,0.0815839003855643
B,1e-12,1e-12,1.0,1e-06,0.01,150,650,H,15,-0.01910228095948696,5,0.0047082465514475405,0.15845956609720901,0.08158390632432828
B,1e-12,1e-12,0.1,0.1,0.01,150,640,H,4,-0.03988323733210564,5,0.0033069058048513958,0.16145681108655768,0.08238185844570454
B,1e-12,1e-12,0.01,0.001,0.01,150,620,H,2,-0.2488207370042801,5,0.003673380832852456,0.16171754892681064,0.08269546487983155
B,1e-12,1e-12,0.01,1e-05,0.01,150,620,H,2,-0.2488207370042801,5,0.0035944499140896503,0.161822335916534,0.08270839291531182
B,1e-12,1e-12,0.01,0.0001,0.01,150,620,H,2,-0.2488207370042801,5,0.00360066249530628,0.16181683315456424,0.08270874782493526
B,1e-12,1e-12,0.01,1e-06,0.01,150,620,H,2,-0.2488207370042801,5,0.0035933825139603626,0.1618265707172563,0.08270997661560833
B,1e-12,1e-12,0.1,0.01,0.01,150,650,H,6,-0.01910228095948696,5,0.003985967594030178,0.16227260088620526,0.08312928424011772
B,1e-12,1e-12,0.1,0.001,0.01,150,650,H,6,-0.01910228095948696,5,0.003964221612943578,0.16240220997772598,0.08318321579533478
B,1e-12,1e-12,0.1,1e-05,0.01,150,650,H,6,-0.01910228095948696,5,0.003992851946465148,0.16240585391628742,0.08319935293137629
B,1e-12,1e-12,0.1,1e-06,0.01,150,650,H,6,-0.01910228095948696,5,0.003993118555039644,0.16240602282781552,0.08319957069142758
B,1e-12,1e-12,0.1,0.0001,0.01,150,650,H,6,-0.01910228095948696,5,0.0039892669359883485,0.16241796428543143,0.0832036156107099
B,1e-12,1e-12,1.0,0.1,0.01,150,620,H,3,-0.25204017758369446,5,0.004686647193765136,0.16302711659884378,0.08385688189630446
B,1e-12,1e-12,1.0,0.01,0.01,150,620,H,3,-0.25204017758369446,5,0.004709373869742237,0.1631786970574774,0.08394403546360982
B,1e-12,1e-12,1.0,0.001,0.01,150,620,H,3,-0.25204017758369446,5,0.0047328034816016855,0.16319720874592392,0.0839650061137628
B,1e-12,1e-12,1.0,0.0001,0.01,150,620,H,3,-0.25204017758369446,5,0.0047351613516357065,0.16319938847183624,0.08396727491173597
B,1e-12,1e-12,1.0,1e-05,0.01,150,620,H,3,-0.25204017758369446,5,0.004735403720382575,0.16319958148342495,0.08396749260190377
B,1e-12,1e-12,1.0,1e-06,0.01,150,620,H,3,-0.25204017758369446,5,0.004735427847764197,0.16319959473578677,0.08396751129177549
B,1e-12,1e-12,0.1,1e-06,0.01,150,640,H,13,-0.030795302242040634,5,0.004314910282038589,0.16508067796515533,0.08469779412359696
B,1e-12,1e-12,0.1,1e-05,0.01,150,640,H,13,-0.030795302242040634,5,0.004314674406171214,0.16508102127642985,0.08469784784130054
B,1e-12,1e-12,0.1,0.0001,0.01,150,640,H,13,-0.030795302242040634,5,0.0043124204320987075,0.16508427642955043,0.08469834843082456
B,1e-12,1e-12,0.1,0.001,0.01,150,640,H,13,-0.030795302242040634,5,0.004287835032702743,0.16513886713494372,0.08471335108382323
B,1e-12,1e-12,0.1,0.01,0.01,150,640,H,13,-0.030795302242040634,5,0.003848222138034587,0.16568722577376008,0.08476772395589734
B,1e-12,1e-12,1.0,0.01,0.01,150,650,H,6,-0.01910228095948696,5,0.004427067056942258,0.16578177420052453,0.0851044206287334
B,1e-12,1e-12,1.0,0.001,0.01,150,650,H,6,-0.01910228095948696,5,0.004449526647844663,0.16576036835207844,0.08510494749996156
B,1e-12,1e-12,1.0,0.1,0.01,150,650,H,6,-0.01910228095948696,5,0.004330247542097016,0.1658825585204865,0.08510640303129176
B,1e-12,1e-12,1.0,0.0001,0.01,150,650,H,6,-0.01910228095948696,5,0.004451785550382401,0.16576930114888455,0.08511054334963347
B,1e-12,1e-12,1.0,1e-05,0.01,150,650,H,6,-0.01910228095948696,5,0.004452017732216135,0.16577434108208208,0.0851131794071491
B,1e-12,1e-12,1.0,1e-06,0.01,150,650,H,6,-0.01910228095948696,5,0.004452040699310182,0.1657743312116483,0.08511318595547925
B,1e-12,1e-12,0.001,0.0001,0.01,150,620,H,2,-0.2488207370042801,5,0.011423834322019663,0.15910485103232944,0.08526434267717455
B,1e-12,1e-12,0.001,1e-05,0.01,150,620,H,2,-0.2488207370042801,5,0.011420196199699965,0.15912983591220523,0.0852750160559526
B,1e-12,1e-12,0.001,1e-06,0.01,150,620,H,2,-0.2488207370042801,5,0.011419867475349567,0.15913680393231133,0.08527833570383045
B,1e-12,1e-12,0.01,0.1,0.01,150,170,H,3,-0.026961499825119972,5,0.021152627432015996,0.14944452357079668,0.08529857550140633
B,1e-12,1e-12,0.01,0.01,0.01,150,620,H,2,-0.2488207370042801,5,0.01042492687357496,0.16062912362264484,0.0855270252481099
B,1e-12,1e-12,0.1,0.1,0.01,150,620,H,2,-0.2488207370042801,5,0.0030962026458332985,0.16818861347838948,0.08564240806211139
B,1e-12,1e-12,0.1,0.1,0.01,150,640,H,13,-0.030795302242040634,5,0.005397389708257128,0.16637195901847052,0.08588467436336382
B,1e-12,1e-12,0.1,0.01,0.01,150,620,H,2,-0.2488207370042801,5,0.0037715166729755593,0.169026417210781,0.08639896694187828
B,1e-12,1e-12,0.1,0.001,0.01,150,620,H,2,-0.2488207370042801,5,0.0038240786879426038,0.16905623468062245,0.08644015668428252
B,1e-12,1e-12,0.1,0.0001,0.01,150,620,H,2,-0.2488207370042801,5,0.0038304556104446883,0.16906385212186864,0.08644715386615666
B,1e-12,1e-12,0.1,1e-06,0.01,150,620,H,2,-0.2488207370042801,5,0.0038340997162656207,0.169068256620767,0.0864511781685163
B,1e-12,1e-12,0.1,1e-05,0.01,150,620,H,2,-0.2488207370042801,5,0.0038338375272290986,0.16907041057362304,0.08645212405042607
B,1e-12,1e-12,1.0,0.1,0.01,150,640,H,13,-0.030795302242040634,5,0.004511789042185613,0.168479104459842,0.0864954467510138
B,1e-12,1e-12,1.0,0.0001,0.01,150,640,H,13,-0.030795302242040634,5,0.004766406236730872,0.16822599568373478,0.08649620096023283
B,1e-12,1e-12,1.0,1e-05,0.01,150,640,H,13,-0.030795302242040634,5,0.004766650763073641,0.16822658705360594,0.08649661890833979
B,1e-12,1e-12,1.0,1e-06,0.01,150,640,H,13,-0.030795302242040634,5,0.0047666752444031155,0.16822657821045084,0.08649662672742697
B,1e-12,1e-12,1.0,0.001,0.01,150,640,H,13,-0.030795302242040634,5,0.0047640007737215035,0.16823064079911362,0.08649732078641756
B,1e-12,1e-12,1.0,0.01,0.01,150,640,H,13,-0.030795302242040634,5,0.004739949090610918,0.16826420442808254,0.08650207675934674
B,1e-12,1e-12,1e-05,0.001,0.01,150,620,H,2,-0.2488207370042801,5,0.0165184048804513,0.15819083800295558,0.08735462144170345
B,1e-12,1e-12,1e-06,0.001,0.01,150,620,H,2,-0.2488207370042801,5,0.01652266336304618,0.1581975723631581,0.08736011786310213
B,1e-12,1e-12,0.0001,0.001,0.01,150,620,H,2,-0.2488207370042801,5,0.016479617612082807,0.15839945202275643,0.08743953481741962
B,1e-12,1e-12,0.001,0.001,0.01,150,620,H,2,-0.2488207370042801,5,0.01598607249121598,0.15896790412424025,0.08747698830772811
B,1e-12,1e-12,0.0001,1e-06,0.01,150,620,H,2,-0.2488207370042801,5,0.019272399021999106,0.15865688376430553,0.08896464139315233
B,1e-12,1e-12,0.0001,1e-05,0.01,150,620,H,2,-0.2488207370042801,5,0.019291941304719402,0.15865376399670125,0.08897285265071032
B,1e-12,1e-12,0.0001,0.0001,0.01,150,620,H,2,-0.2488207370042801,5,0.019390329768088816,0.15862951152014346,0.08900992064411614
B,1e-12,1e-12,1e-05,1e-05,0.01,150,620,H,2,-0.2488207370042801,5,0.019417058049624392,0.15864931040968785,0.08903318422965613
B,1e-12,1e-12,1e-06,1e-06,0.01,150,620,H,2,-0.2488207370042801,5,0.01941549166488932,0.15865246134648386,0.08903397650568659
B,1e-12,1e-12,1e-06,1e-05,0.01,150,620,H,2,-0.2488207370042801,5,0.019434491765045903,0.15865023775721696,0.08904236476113143
B,1e-12,1e-12,1e-05,0.0001,0.01,150,620,H,2,-0.2488207370042801,5,0.01960008259831553,0.15862280350269314,0.08911144305050434
B,1e-12,1e-12,1e-06,0.0001,0.01,150,620,H,2,-0.2488207370042801,5,0.01961905197759299,0.15862619711892592,0.08912262454825945
B,1e-12,1e-12,0.001,0.01,0.01,150,620,H,2,-0.2488207370042801,5,0.02091898819050331,0.15774507939093013,0.08933203379071672
B,1e-12,1e-12,1e-06,0.01,0.01,150,620,H,2,-0.2488207370042801,5,0.021596282789753608,0.15731384106782031,0.08945506192878697
B,1e-12,1e-12,1e-05,0.01,0.01,150,620,H,2,-0.2488207370042801,5,0.02159674283393124,0.1573181905097138,0.08945746667182251
B,1e-12,1e-12,0.0001,0.01,0.01,150,620,H,2,-0.2488207370042801,5,0.021605956911171644,0.1573249216310836,0.08946543927112763
B,1e-12,1e-12,0.1,0.01,0.01,150,620,H,6,0.08161692321300507,5,0.0029673356085483113,0.17631350423125086,0.08964041991989959
B,1e-12,1e-12,1e-05,1e-06,0.01,150,620,H,2,-0.2488207370042801,5,0.02068204456349429,0.1586512415619758,0.08966664306273504
B,1e-12,1e-12,1.0,0.1,0.01,150,620,H,2,-0.2488207370042801,5,0.0044445149064370635,0.17494711519252487,0.08969581504948097
B,1e-12,1e-12,1.0,0.01,0.01,150,620,H,2,-0.2488207370042801,5,0.004670058233640676,0.1751124329300852,0.08989124558186293
B,1e-12,1e-12,1.0,0.001,0.01,150,620,H,2,-0.2488207370042801,5,0.004693748888875801,0.175128380207762,0.0899110645483189
B,1e-12,1e-12,1.0,1e-05,0.01,150,620,H,2,-0.2488207370042801,5,0.004696375528711129,0.17513819133728717,0.08991728343299915
B,1e-12,1e-12,1.0,1e-06,0.01,150,620,H,2,-0.2488207370042801,5,0.004696399535007746,0.17513820774536965,0.0899173036401887
B,1e-12,1e-12,1.0,0.0001,0.01,150,620,H,2,-0.2488207370042801,5,0.004696079014057525,0.17513884796088136,0.08991746348746944
B,1e-12,1e-12,1e-05,0.1,0.01,150,620,H,2,-0.2488207370042801,5,0.02627603752547175,0.154749518525731,0.09051277802560137
B,1e-12,1e-12,1e-06,0.1,0.01,150,620,H,2,-0.2488207370042801,5,0.026276031323335888,0.15474953221196444,0.09051278176765017
B,1e-12,1e-12,0.0001,0.1,0.01,150,620,H,2,-0.2488207370042801,5,0.026276047125727266,0.15476425301406707,0.09052015006989717
B,1e-12,1e-12,0.1,0.1,0.01,150,620,H,6,0.08161692321300507,5,0.001933067647722364,0.1816256916976418,0.09177937967268208
B,1e-12,1e-12,0.001,0.1,0.01,150,620,H,2,-0.2488207370042801,5,0.029582049860104556,0.15487832662113377,0.09223018824061915
B,1e-12,1e-12,0.01,0.1,0.01,150,650,H,6,-0.01910228095948696,5,0.07361291719258489,0.11340101395978508,0.09350696557618499
B,1e-12,1e-12,0.01,0.1,0.01,150,620,H,2,-0.2488207370042801,5,0.03283567199414749,0.15576236903095209,0.09429902051254979
B,1e-12,1e-12,1.0,0.1,0.01,150,620,H,6,0.08161692321300507,5,0.0043066422216916115,0.1872334584727237,0.09577005034720766
B,1e-12,1e-12,1.0,0.01,0.01,150,620,H,6,0.08161692321300507,5,0.004164643402001472,0.18738405644031603,0.09577434992115876
B,1e-12,1e-12,1.0,0.001,0.01,150,620,H,6,0.08161692321300507,5,0.00418648808403184,0.1874048607157782,0.09579567439990502
B,1e-12,1e-12,1.0,0.0001,0.01,150,620,H,6,0.08161692321300507,5,0.004188707724064713,0.1874037703334619,0.0957962390287633
B,1e-12,1e-12,1.0,1e-05,0.01,150,620,H,6,0.08161692321300507,5,0.00418892359099107,0.18740382987991383,0.09579637673545245
B,1e-12,1e-12,1.0,1e-06,0.01,150,620,H,6,0.08161692321300507,5,0.004188944576967348,0.18740381644511245,0.09579638051103989
B,1e-12,1e-12,1e-06,0.1,0.01,150,170,H,3,-0.026961499825119972,5,0.047793366804796185,0.14449071614615747,0.09614204147547682
B,1e-12,1e-12,1e-05,0.1,0.01,150,170,H,3,-0.026961499825119972,5,0.047793464686443486,0.14450551195194833,0.09614948831919591
B,1e-12,1e-12,0.0001,0.1,0.01,150,170,H,3,-0.026961499825119972,5,0.04779727404876272,0.14451434617254932,0.09615581011065602
B,1e-12,1e-12,0.0001,0.1,0.01,150,640,H,9,-0.08353185653686523,5,0.08664181329410199,0.13646492325838522,0.1115533682762436
B,1e-12,1e-12,1e-05,0.1,0.01,150,640,H,9,-0.08353185653686523,5,0.08663181001022535,0.13732285362765667,0.11197733181894101
B,1e-12,1e-12,1e-06,0.1,0.01,150,640,H,9,-0.08353185653686523,5,0.08663078067551255,0.1373310441557245,0.11198091241561853
B,1e-12,1e-12,0.001,0.1,0.01,150,640,H,9,-0.08353185653686523,5,0.08383683093594556,0.15401783135628078,0.11892733114611317
C,0.1,0.1,1e-06,0.01,0.01,150,650,H,12,-0.10497073829174042,5,8.903630113418571e-05,0.0007158092690092221,0.0004024227850717039
C,0.1,0.1,1e-05,0.01,0.01,150,650,H,12,-0.10497073829174042,5,9.150880261281393e-05,0.0007158073079464079,0.0004036580552796109
C,0.1,0.1,0.0001,0.01,0.01,150,650,H,12,-0.10497073829174042,5,9.347451165927561e-05,0.0007157240439951185,0.000404599277827197
C,0.1,1e-05,1e-05,0.01,0.01,150,650,H,12,-0.10497073829174042,5,8.35748960376963e-05,0.0011163831091325527,0.0005999790025851244
C,0.1,1e-06,1e-05,0.01,0.01,150,650,H,12,-0.10497073829174042,5,8.359721063642107e-05,0.001116410050975096,0.0006000036308057585
C,0.1,1e-05,1e-06,0.01,0.01,150,650,H,12,-0.10497073829174042,5,8.621489617457778e-05,0.0011163897116270238,0.0006013023039008007
C,0.1,1e-06,1e-06,0.01,0.01,150,650,H,12,-0.10497073829174042,5,8.621501518608499e-05,0.0011164155112853447,0.0006013152632357149
C,0.1,1e-05,0.0001,0.01,0.01,150,650,H,12,-0.10497073829174042,5,8.752119782282322e-05,0.0011162623494940416,0.0006018917736584324
C,0.1,1e-06,0.0001,0.01,0.01,150,650,H,12,-0.10497073829174042,5,8.752122315255209e-05,0.0011162910126896806,0.0006019061179211164
C,0.1,1e-06,0.0001,0.01,0.01,150,640,H,0,0.13790667057037354,5,0.010895487442033292,0.0002189855273597541,0.0055572364846965235
C,0.1,1e-05,0.0001,0.01,0.01,150,640,H,0,0.13790667057037354,5,0.010895519719411722,0.00021900829330607328,0.005557264006358898
C,0.1,1e-06,1e-06,0.01,0.01,150,640,H,0,0.13790667057037354,5,0.010895646800188329,0.00021919020457416668,0.0055574185023812474
C,0.1,1e-05,1e-06,0.01,0.01,150,640,H,0,0.13790667057037354,5,0.010895526748660027,0.0002193169658828431,0.005557421857271435
C,0.1,1e-05,1e-05,0.01,0.01,150,640,H,0,0.13790667057037354,5,0.01089626423258271,0.00021908659015686284,0.005557675411369786
C,0.1,1e-06,1e-05,0.01,0.01,150,640,H,0,0.13790667057037354,5,0.010896262551491545,0.0002190916826368028,0.005557677117064174
C,0.1,0.1,0.0001,0.01,0.01,150,380,H,2,-0.11749634146690369,5,0.006171192432163735,0.005250608978326632,0.005710900705245183
C,0.1,1e-05,0.0001,0.01,0.01,150,380,H,2,-0.11749634146690369,5,0.006211876792911239,0.0063114990689320475,0.006261687930921644
C,0.1,1e-06,0.0001,0.01,0.01,150,380,H,2,-0.11749634146690369,5,0.006211879989797013,0.006311601745959168,0.006261740867878091
C,0.1,0.1,1e-05,0.01,0.01,150,380,H,2,-0.11749634146690369,5,0.010156667437634841,0.005250420183157245,0.007703543810396043
C,0.1,0.1,1e-06,0.01,0.01,150,380,H,2,-0.11749634146690369,5,0.010166341430253039,0.005250418432956692,0.007708379931604866
C,0.1,0.1,0.0001,0.01,0.01,150,610,H,6,-0.14696994423866272,5,0.009301834943979926,0.006523737866083783,0.007912786405031853
C,0.1,0.1,1e-05,0.01,0.01,150,610,H,6,-0.14696994423866272,5,0.009402180370829143,0.006523869706632163,0.007963025038730653
C,0.1,0.1,1e-06,0.01,0.01,150,610,H,6,-0.14696994423866272,5,0.009444121560129002,0.006523870391823694,0.007983995975976349
C,0.1,1e-05,1e-05,0.01,0.01,150,380,H,2,-0.11749634146690369,5,0.010176716037812918,0.006311271516471874,0.008243993777142397
C,0.1,1e-06,1e-05,0.01,0.01,150,380,H,2,-0.11749634146690369,5,0.010176718248696016,0.006311373859899261,0.008244046054297639
C,0.1,1e-05,1e-06,0.01,0.01,150,380,H,2,-0.11749634146690369,5,0.010187819765024489,0.006311264112966048,0.00824954193899527
C,0.1,1e-06,1e-06,0.01,0.01,150,380,H,2,-0.11749634146690369,5,0.010187822606738995,0.006311368773967417,0.008249595690353207
C,0.1,0.1,0.0001,0.01,0.01,150,650,H,15,-0.01910228095948696,5,0.01573014773608431,0.001038319662794489,0.0083842336994394
C,0.1,0.1,1e-06,0.01,0.01,150,650,H,15,-0.01910228095948696,5,0.01574217355506694,0.0010383648710187644,0.008390269213042851
C,0.1,0.1,1e-05,0.01,0.01,150,650,H,15,-0.01910228095948696,5,0.015743263571604105,0.0010383212751084157,0.00839079242335626
C,0.1,1e-05,0.0001,0.01,0.01,150,610,H,6,-0.14696994423866272,5,0.009210194731632669,0.007650714682346775,0.008430454706989722
C,0.1,1e-06,0.0001,0.01,0.01,150,610,H,6,-0.14696994423866272,5,0.009210196886513639,0.007650830271178828,0.008430513578846234
C,0.1,1e-05,0.0001,0.01,0.01,150,650,H,15,-0.01910228095948696,5,0.015723038205412855,0.0011921497770491297,0.008457593991230992
C,0.1,1e-06,0.0001,0.01,0.01,150,650,H,15,-0.01910228095948696,5,0.015723036906201183,0.0011921604628232173,0.0084575986845122
C,0.1,1e-05,1e-06,0.01,0.01,150,650,H,15,-0.01910228095948696,5,0.015735721740530895,0.0011921821493708863,0.008463951944950891
C,0.1,1e-06,1e-06,0.01,0.01,150,650,H,15,-0.01910228095948696,5,0.015735721213013514,0.0011921934222601128,0.008463957317636814
C,0.1,1e-05,1e-05,0.01,0.01,150,650,H,15,-0.01910228095948696,5,0.015735970206067387,0.0011921796566274965,0.008464074931347442
C,0.1,1e-06,1e-05,0.01,0.01,150,650,H,15,-0.01910228095948696,5,0.015735970660922718,0.001192191641193814,0.008464081151058267
C,0.1,1e-05,1e-05,0.01,0.01,150,610,H,6,-0.14696994423866272,5,0.009331428961176426,0.007650683341300927,0.008491056151238676
C,0.1,1e-06,1e-05,0.01,0.01,150,610,H,6,-0.14696994423866272,5,0.009331429717221637,0.0076508023675118325,0.008491116042366735
C,0.1,1e-06,1e-06,0.01,0.01,150,610,H,6,-0.14696994423866272,5,0.009344240145517577,0.007650814201065649,0.008497527173291613
C,0.1,1e-05,1e-06,0.01,0.01,150,610,H,6,-0.14696994423866272,5,0.009348002907139602,0.0076506912898054134,0.008499347098472509
C,0.1,0.1,0.0001,0.01,0.01,150,640,H,0,0.13790667057037354,5,0.00832076082479586,0.009690658215656586,0.009005709520226224
C,0.1,0.1,1e-05,0.01,0.01,150,640,H,0,0.13790667057037354,5,0.008323820995493876,0.009690927247537263,0.00900737412151557
C,0.1,0.1,1e-06,0.01,0.01,150,640,H,0,0.13790667057037354,5,0.00832472150021468,0.009690944727780426,0.009007833113997554
C,0.1,0.1,0.0001,0.01,0.01,150,170,H,3,-0.026961499825119972,5,0.011513651763852994,0.00910605262618848,0.010309852195020737
C,0.1,0.1,1e-06,0.01,0.01,150,170,H,3,-0.026961499825119972,5,0.016436431236258185,0.009105939867110243,0.012771185551684213
C,0.1,0.1,1e-05,0.01,0.01,150,170,H,3,-0.026961499825119972,5,0.016448254970651072,0.009105957337004948,0.01277710615382801
C,0.1,0.1,1e-06,0.01,0.01,150,510,C,1,-2.8548877239227295,5,0.015339499196362042,0.01137945968491076,0.013359479440636401
C,0.1,0.1,1e-05,0.01,0.01,150,510,C,1,-2.8548877239227295,5,0.015339713780283905,0.011379501851507694,0.0133596078158958
C,0.1,0.1,0.0001,0.01,0.01,150,510,C,1,-2.8548877239227295,5,0.015340146028964998,0.011379553758497259,0.013359849893731127
C,0.1,1e-05,1e-06,0.01,0.01,150,620,H,3,-0.25204017758369446,5,0.017319807181183384,0.010532664349905732,0.013926235765544557
C,0.1,1e-06,1e-06,0.01,0.01,150,620,H,3,-0.25204017758369446,5,0.017319798639945937,0.010533010774523371,0.013926404707234654
C,0.1,1e-05,1e-05,0.01,0.01,150,620,H,3,-0.25204017758369446,5,0.01732019107699533,0.010532684833326603,0.013926437955160966
C,0.1,1e-06,1e-05,0.01,0.01,150,620,H,3,-0.25204017758369446,5,0.017320183622893472,0.010533028098605398,0.013926605860749435
C,0.1,1e-05,0.0001,0.01,0.01,150,620,H,3,-0.25204017758369446,5,0.0173219550149365,0.010532492323984045,0.013927223669460273
C,0.1,1e-06,0.0001,0.01,0.01,150,620,H,3,-0.25204017758369446,5,0.01732194456870396,0.010532835067992323,0.013927389818348141
C,0.1,1e-05,0.0001,0.01,0.01,150,170,H,3,-0.026961499825119972,5,0.01639063587881175,0.011666599643635128,0.014028617761223439
C,0.1,1e-06,0.0001,0.01,0.01,150,170,H,3,-0.026961499825119972,5,0.016390634546100114,0.011666831468312617,0.014028733007206366
C,0.1,1e-05,0.0001,0.01,0.01,150,170,C,0,-2.175614595413208,5,0.01459320802407388,0.013481842428361646,0.014037525226217762
C,0.1,1e-06,0.0001,0.01,0.01,150,170,C,0,-2.175614595413208,5,0.01459320081669124,0.013481851329810106,0.014037526073250673
C,0.1,1e-06,1e-05,0.01,0.01,150,170,C,0,-2.175614595413208,5,0.014595221833050941,0.013481830550546671,0.014038526191798805
C,0.1,1e-05,1e-05,0.01,0.01,150,170,C,0,-2.175614595413208,5,0.014595230259368038,0.01348182304345114,0.014038526651409589
C,0.1,1e-05,1e-06,0.01,0.01,150,170,C,0,-2.175614595413208,5,0.014595272114431533,0.013481825212871319,0.014038548663651427
C,0.1,1e-06,1e-06,0.01,0.01,150,170,C,0,-2.175614595413208,5,0.014595265119672742,0.013481834683377327,0.014038549901525034
C,0.1,1e-05,1e-06,0.01,0.01,150,170,H,3,-0.026961499825119972,5,0.01643597191272655,0.011666258175977067,0.01405111504435181
C,0.1,1e-06,1e-06,0.01,0.01,150,170,H,3,-0.026961499825119972,5,0.016435970626539623,0.01166648494258516,0.014051227784562392
C,0.1,1e-05,1e-05,0.01,0.01,150,170,H,3,-0.026961499825119972,5,0.016446331407178164,0.011666137734079705,0.014056234570628934
C,0.1,1e-06,1e-05,0.01,0.01,150,170,H,3,-0.026961499825119972,5,0.016446329609318338,0.011666362623770896,0.014056346116544617
C,0.1,1e-05,1e-05,0.01,0.01,150,510,C,1,-2.8548877239227295,5,0.015224916888953723,0.01296637837059689,0.014095647629775308
C,0.1,1e-05,1e-06,0.01,0.01,150,510,C,1,-2.8548877239227295,5,0.015224912323375337,0.012966398890191307,0.014095655606783322
C,0.1,1e-06,1e-05,0.01,0.01,150,510,C,1,-2.8548877239227295,5,0.015224904395434705,0.012966523808550566,0.014095714101992635
C,0.1,1e-06,1e-06,0.01,0.01,150,510,C,1,-2.8548877239227295,5,0.01522489953509131,0.012966546103685674,0.014095722819388493
C,0.1,1e-05,0.0001,0.01,0.01,150,510,C,1,-2.8548877239227295,5,0.015225414675083253,0.012966411434475167,0.01409591305477921
C,0.1,1e-06,0.0001,0.01,0.01,150,510,C,1,-2.8548877239227295,5,0.015225402749162077,0.012966555463003333,0.014095979106082705
C,0.1,0.1,0.0001,0.01,0.01,150,620,H,3,-0.25204017758369446,5,0.022107597721048557,0.008883641749219916,0.015495619735134237
C,0.1,0.1,1e-06,0.01,0.01,150,620,H,3,-0.25204017758369446,5,0.022111409807453387,0.008883630656604975,0.015497520232029181
C,0.1,0.1,1e-05,0.01,0.01,150,620,H,3,-0.25204017758369446,5,0.02211250544291112,0.008883601369626692,0.015498053406268905
C,0.1,0.1,0.0001,0.01,0.01,150,170,C,0,-2.175614595413208,5,0.01757400102646938,0.013818020197975943,0.01569601061222266
