graph_idx, node_type, node_idx, method              , sparsity_target, mask_baseline_mode, ig_baseline_mode, pred_orig           , pred_drop            , pred_keep            , target               , error_orig            , error_drop            , error_keep           , fid_plus_model        , fid_minus_model       , fid_plus_error_delta   , fid_minus_error_delta , n_features, k_features, actual_sparsity_feat
       50, C        ,        2, gnnexplainer        ,             0.9, match_ig_baseline , scientific      , -2.6187326908111572 , -4.019776821136475   , -2.3987154960632324  , -3.0836172103881836  , 0.46488451957702637   ,  0.936159610748291    , 0.6849017143249512   , 1.4010441303253174    , 0.2200171947479248    , 0.47127509117126465    , 0.2200171947479248    ,         39,          4,   0.8974358974358975
       50, C        ,        2, integrated_gradients,             0.9, match_ig_baseline , scientific      , -2.6187326908111572 , -4.560937881469727   , -2.4408841133117676  , -3.0836172103881836  , 0.46488451957702637   ,  1.477320671081543    , 0.642733097076416    , 1.9422051906585693    , 0.17784857749938965   , 1.0124361515045166     , 0.17784857749938965   ,         39,          4,   0.8974358974358975
       50, C        ,        3, gnnexplainer        ,             0.9, match_ig_baseline , scientific      , -12.352452278137207 , -9.062919616699219   , -7.180490016937256   , -11.829119682312012  , 0.5233325958251953    ,  2.766200065612793    , 4.648629665374756    , 3.2895326614379883    , 5.171962261199951     , 2.2428674697875977     , 4.1252970695495605    ,         39,          4,   0.8974358974358975
       50, C        ,        3, integrated_gradients,             0.9, match_ig_baseline , scientific      , -12.352452278137207 , -5.901345252990723   , -11.60353946685791   , -11.829119682312012  , 0.5233325958251953    ,  5.927774429321289    , 0.22558021545410156  , 6.451107025146484     , 0.7489128112792969    , 5.404441833496094      , -0.29775238037109375  ,         39,          4,   0.8974358974358975
       50, C        ,        4, gnnexplainer        ,             0.9, match_ig_baseline , scientific      , -12.56570053100586  , -10.999837875366211  , -6.810985565185547   , -12.671215057373047  , 0.1055145263671875    ,  1.671377182006836    , 5.8602294921875      , 1.5658626556396484    , 5.7547149658203125    , 1.5658626556396484     , 5.7547149658203125    ,         39,          4,   0.8974358974358975
       50, C        ,        4, integrated_gradients,             0.9, match_ig_baseline , scientific      , -12.56570053100586  , -7.026000499725342   , -11.20088005065918   , -12.671215057373047  , 0.1055145263671875    ,  5.645214557647705    , 1.4703350067138672   , 5.539700031280518     , 1.3648204803466797    , 5.539700031280518      , 1.3648204803466797    ,         39,          4,   0.8974358974358975
       50, C        ,        5, gnnexplainer        ,             0.9, match_ig_baseline , scientific      , -1.2540905475616455 , -3.322462797164917   , -1.2098443508148193  , -1.9315294027328491  , 0.6774388551712036    ,  1.3909333944320679   , 0.7216850519180298   , 2.0683722496032715    , 0.04424619674682617   , 0.7134945392608643     , 0.04424619674682617   ,         39,          4,   0.8974358974358975
       50, C        ,        5, integrated_gradients,             0.9, match_ig_baseline , scientific      , -1.2540905475616455 , -3.2381632328033447  , -1.3647704124450684  , -1.9315294027328491  , 0.6774388551712036    ,  1.3066338300704956   , 0.5667589902877808   , 1.9840726852416992    , 0.11067986488342285   , 0.629194974899292      , -0.11067986488342285  ,         39,          4,   0.8974358974358975
      170, H        ,        0, gnnexplainer        ,             0.9, match_ig_baseline , scientific      , -0.08065252006053925, -0.07493183016777039 , -0.05883419141173363 , -0.026961499825119972, 0.05369102023541927   ,  0.047970330342650414 , 0.031872691586613655 , 0.00572068989276886   , 0.02181832864880562   , -0.00572068989276886   , -0.02181832864880562  ,         33,          4,   0.8787878787878788
      170, H        ,        0, integrated_gradients,             0.9, match_ig_baseline , scientific      , -0.08065252006053925, -0.06671436876058578 , -0.07441654801368713 , -0.026961499825119972, 0.05369102023541927   ,  0.03975286893546581  , 0.04745504818856716  , 0.01393815129995346   , 0.006235972046852112  , -0.01393815129995346   , -0.006235972046852112 ,         33,          4,   0.8787878787878788
