graph_idx,node_type,node_idx,method,sparsity_target,pred_orig,pred_drop,pred_keep,target,error_orig,error_drop,error_keep,fid_plus_model,fid_minus_model,fid_plus_error_delta,fid_minus_error_delta,n_edges_considered,k_edges,actual_sparsity_edge,grid_run_id,mask_variant,sparsity_target_requested
170,C,2,gnnexplainer,0.5,-2.1927924156188965,-2.268831729888916,-1.811928629875183,-2.1926145553588867,0.00017786026000976562,0.0762171745300293,0.3806859254837036,0.07603931427001953,0.3808637857437134,0.07603931427001953,0.38050806522369385,42,21,0.5,run_01_s50_zero,zero,0.5
170,C,3,gnnexplainer,0.5,-2.1926939487457275,-2.052511215209961,-2.7585716247558594,-2.179614543914795,0.013079404830932617,0.12710332870483398,0.5789570808410645,0.1401827335357666,0.5658776760101318,0.11402392387390137,0.5658776760101318,42,21,0.5,run_01_s50_zero,zero,0.5
170,C,4,gnnexplainer,0.5,-2.0527212619781494,-2.811755657196045,-1.9566696882247925,-2.1881580352783203,0.1354367733001709,0.6235976219177246,0.23148834705352783,0.7590343952178955,0.09605157375335693,0.4881608486175537,0.09605157375335693,42,21,0.5,run_01_s50_zero,zero,0.5
170,C,5,gnnexplainer,0.5,-2.0526702404022217,-2.3367373943328857,-1.8255794048309326,-2.174614429473877,0.12194418907165527,0.1621229648590088,0.34903502464294434,0.28406715393066406,0.22709083557128906,0.040178775787353516,0.22709083557128906,42,21,0.5,run_01_s50_zero,zero,0.5
270,H,0,gnnexplainer,0.5,-0.06326740980148315,-0.06888725608587265,-0.04129458963871002,-0.04426804184913635,0.018999367952346802,0.024619214236736298,0.0029734522104263306,0.005619846284389496,0.021972820162773132,0.005619846284389496,-0.01602591574192047,22,11,0.5,run_01_s50_zero,zero,0.5
270,H,1,gnnexplainer,0.5,-0.06325238198041916,-0.07245523482561111,-0.11785005033016205,-0.04426804184913635,0.018984340131282806,0.028187192976474762,0.0735820084810257,0.009202852845191956,0.05459766834974289,0.009202852845191956,0.05459766834974289,22,11,0.5,run_01_s50_zero,zero,0.5
270,H,2,gnnexplainer,0.5,-0.11182482540607452,-0.11975525319576263,-0.14708052575588226,-0.1254609227180481,0.013636097311973572,0.005705669522285461,0.021619603037834167,0.00793042778968811,0.03525570034980774,-0.00793042778968811,0.007983505725860596,22,11,0.5,run_01_s50_zero,zero,0.5
270,H,3,gnnexplainer,0.5,-0.11181138455867767,-0.12253674119710922,-0.10632140934467316,-0.12491703033447266,0.013105645775794983,0.002380289137363434,0.0185956209897995,0.010725356638431549,0.005489975214004517,-0.010725356638431549,0.005489975214004517,22,11,0.5,run_01_s50_zero,zero,0.5
270,H,4,gnnexplainer,0.5,-0.11182227730751038,-0.11586476862430573,-0.12515601515769958,-0.12646092474460602,0.014638647437095642,0.010596156120300293,0.001304909586906433,0.004042491316795349,0.013333737850189209,-0.004042491316795349,-0.013333737850189209,22,11,0.5,run_01_s50_zero,zero,0.5
270,H,5,gnnexplainer,0.5,-0.11181676387786865,-0.11355946958065033,-0.1398487538099289,-0.12591703236103058,0.014100268483161926,0.012357562780380249,0.013931721448898315,0.0017427057027816772,0.02803198993206024,-0.0017427057027816772,-0.00016854703426361084,22,11,0.5,run_01_s50_zero,zero,0.5
270,C,0,gnnexplainer,0.5,-0.8327508568763733,-4.220869064331055,-0.1945149153470993,-0.4850490391254425,0.3477018177509308,3.735820025205612,0.2905341237783432,3.3881182074546814,0.638235941529274,3.3881182074546814,-0.057167693972587585,22,11,0.5,run_01_s50_zero,zero,0.5
270,C,1,gnnexplainer,0.5,-3.084488868713379,-2.4447531700134277,-3.0080864429473877,-2.464503288269043,0.6199855804443359,0.019750118255615234,0.5435831546783447,0.6397356986999512,0.07640242576599121,-0.6002354621887207,-0.07640242576599121,22,11,0.5,run_01_s50_zero,zero,0.5
270,C,2,gnnexplainer,0.5,-14.785540580749512,-10.445734977722168,-14.608301162719727,-16.523923873901367,1.7383832931518555,6.078188896179199,1.9156227111816406,4.339805603027344,0.17723941802978516,4.339805603027344,0.17723941802978516,22,11,0.5,run_01_s50_zero,zero,0.5
270,C,3,gnnexplainer,0.5,-3.084531784057617,-2.815861225128174,-3.489872932434082,-2.4825034141540527,0.6020283699035645,0.3333578109741211,1.0073695182800293,0.26867055892944336,0.40534114837646484,-0.26867055892944336,0.40534114837646484,22,11,0.5,run_01_s50_zero,zero,0.5
330,H,0,gnnexplainer,0.5,-0.05332114174962044,-0.05608709156513214,-0.057064756751060486,-0.03665326535701752,0.01666787639260292,0.019433826208114624,0.02041149139404297,0.0027659498155117035,0.0037436150014400482,0.0027659498155117035,0.0037436150014400482,22,11,0.5,run_01_s50_zero,zero,0.5
330,H,1,gnnexplainer,0.5,-0.04627763852477074,-0.03698154538869858,-0.03240961208939552,-0.05347871407866478,0.007201075553894043,0.016497168689966202,0.021069101989269257,0.009296093136072159,0.013868026435375214,0.009296093136072159,0.013868026435375214,22,11,0.5,run_01_s50_zero,zero,0.5
330,H,2,gnnexplainer,0.5,-0.04633069783449173,-0.052096910774707794,-0.06637194752693176,-0.052478715777397156,0.006148017942905426,0.00038180500268936157,0.013893231749534607,0.0057662129402160645,0.020041249692440033,-0.0057662129402160645,0.007745213806629181,22,11,0.5,run_01_s50_zero,zero,0.5
330,H,3,gnnexplainer,0.5,-0.018737804144620895,-0.03395944833755493,-0.02514694631099701,-0.028382685035467148,0.009644880890846252,0.005576763302087784,0.0032357387244701385,0.015221644192934036,0.006409142166376114,-0.004068117588758469,-0.006409142166376114,22,11,0.5,run_01_s50_zero,zero,0.5
330,H,4,gnnexplainer,0.5,-0.01875194162130356,-0.04360029846429825,-0.00584050640463829,-0.02938268519937992,0.010630743578076363,0.014217613264918327,0.02354217879474163,0.02484835684299469,0.012911435216665268,0.0035868696868419647,0.012911435216665268,22,11,0.5,run_01_s50_zero,zero,0.5
330,H,5,gnnexplainer,0.5,-0.08483874797821045,-0.1234854906797409,-0.09052376449108124,-0.05086393281817436,0.03397481516003609,0.07262155786156654,0.039659831672906876,0.03864674270153046,0.005685016512870789,0.03864674270153046,0.005685016512870789,22,11,0.5,run_01_s50_zero,zero,0.5
