graph_idx,node_type,node_idx,method,sparsity_target,mask_baseline_mode,ig_baseline_mode,pred_orig,pred_drop,pred_keep,target,error_orig,error_drop,error_keep,fid_plus_model,fid_minus_model,fid_plus_error_delta,fid_minus_error_delta,n_features,k_features,actual_sparsity_feat,n_features_target,k_features_target,grid_run_id,mask_variant,sparsity_target_requested
170,C,0,gnnexplainer,0.5,zero,scientific,-2.0284276008605957,-4.804502964019775,-1.9615509510040283,-2.175614595413208,0.1471869945526123,2.6288883686065674,0.2140636444091797,2.7760753631591797,0.06687664985656738,2.481701374053955,0.06687664985656738,662,340,0.48640483383685795,39,20,run_01_s50_zero,zero,0.5
170,C,0,integrated_gradients,0.5,zero,scientific,-2.0284276008605957,-4.139579772949219,-1.491822361946106,-2.175614595413208,0.1471869945526123,1.9639651775360107,0.683792233467102,2.111152172088623,0.5366052389144897,1.8167781829833984,0.5366052389144897,662,340,0.48640483383685795,39,20,run_01_s50_zero,zero,0.5
170,C,1,gnnexplainer,0.5,zero,scientific,-2.0285582542419434,-4.880692481994629,-1.6476505994796753,-2.1761586666107178,0.14760041236877441,2.704533815383911,0.5285080671310425,2.8521342277526855,0.38090765476226807,2.5569334030151367,0.38090765476226807,662,340,0.48640483383685795,39,20,run_01_s50_zero,zero,0.5
170,C,1,integrated_gradients,0.5,zero,scientific,-2.0285582542419434,-4.14145040512085,-1.4964629411697388,-2.1761586666107178,0.14760041236877441,1.9652917385101318,0.679695725440979,2.1128921508789062,0.5320953130722046,1.8176913261413574,0.5320953130722046,662,340,0.48640483383685795,39,20,run_01_s50_zero,zero,0.5
170,C,2,gnnexplainer,0.5,zero,scientific,-2.1927924156188965,-4.641287803649902,-1.3852578401565552,-2.1926145553588867,0.00017786026000976562,2.4486732482910156,0.8073567152023315,2.448495388031006,0.8075345754623413,2.448495388031006,0.8071788549423218,662,340,0.48640483383685795,39,20,run_01_s50_zero,zero,0.5
170,C,2,integrated_gradients,0.5,zero,scientific,-2.1927924156188965,-4.337034702301025,-1.6756372451782227,-2.1926145553588867,0.00017786026000976562,2.1444201469421387,0.5169773101806641,2.144242286682129,0.5171551704406738,2.144242286682129,0.5167994499206543,662,340,0.48640483383685795,39,20,run_01_s50_zero,zero,0.5
170,C,3,gnnexplainer,0.5,zero,scientific,-2.1926939487457275,-4.184266567230225,-1.1975637674331665,-2.179614543914795,0.013079404830932617,2.0046520233154297,0.9820507764816284,1.991572618484497,0.995130181312561,1.991572618484497,0.9689713716506958,662,340,0.48640483383685795,39,20,run_01_s50_zero,zero,0.5
170,C,3,integrated_gradients,0.5,zero,scientific,-2.1926939487457275,-4.26992130279541,-1.7074965238571167,-2.179614543914795,0.013079404830932617,2.0903067588806152,0.4721180200576782,2.0772273540496826,0.48519742488861084,2.0772273540496826,0.4590386152267456,662,340,0.48640483383685795,39,20,run_01_s50_zero,zero,0.5
170,C,4,gnnexplainer,0.5,zero,scientific,-2.0527212619781494,-4.772750377655029,-1.8924559354782104,-2.1881580352783203,0.1354367733001709,2.584592342376709,0.29570209980010986,2.72002911567688,0.16026532649993896,2.449155569076538,0.16026532649993896,662,340,0.48640483383685795,39,20,run_01_s50_zero,zero,0.5
170,C,4,integrated_gradients,0.5,zero,scientific,-2.0527212619781494,-4.197746276855469,-1.5210020542144775,-2.1881580352783203,0.1354367733001709,2.0095882415771484,0.6671559810638428,2.1450250148773193,0.5317192077636719,1.8741514682769775,0.5317192077636719,662,340,0.48640483383685795,39,20,run_01_s50_zero,zero,0.5
